source	translated	reference
A woman draws a floral design on a clay pot.	Một người phụ nữ vẽ hoa trên nồi đất sét.	Một người phụ nữ đang vẽ họa tiết hoa trên một chiếc bình đất sét.
People are walking down a busy street in a foreign country.	Người ta đi bộ trên một con đường đông đúc ở nước ngoài.	Mọi người đang đi bộ trên một con phố đông đúc ở một đất nước xa lạ.
A right-handed pitcher for the Saints is throwing a pitch.	Một người thuận tay phải cho các Thánh đấu sĩ đang ném bóng.	Một cầu thủ ném bóng thuận tay phải của đội Saints đang ném bóng.
Two men, one in black and white and one in red, are playing beach volleyball.	Hai người đàn ông, một màu đen trắng và một màu đỏ, đang chơi trên bãi biển.	Hai người đàn ông, một người mặc đồ đen trắng và một người mặc đồ đỏ, đang chơi bóng chuyền bãi biển.
A man is standing in a boat holding some netting.	Một người đàn ông đang đứng trên một chiếc thuyền đang nắm giữ một số mạng lưới.	Một người đàn ông đang đứng trên thuyền và cầm một tấm lưới.
A surfer who fell off his surfboard in the ocean while trying to ride a wave.	Air người đã rơi khỏi ván trượt của mình trên biển trong khi cố gắng lên sóng.	Một người lướt sóng bị ngã khỏi ván lướt sóng ở biển khi đang cố gắng cưỡi sóng.
A technician preparing a sample in the lab.	Một người đang chuẩn bị mẫu trong phòng thí nghiệm.	Một kỹ thuật viên đang chuẩn bị mẫu trong phòng thí nghiệm.
Soccer players are jumping in the air to hit the ball with their heads.	Những vận động viên chuyên nghiệp đang nhảy vào không khí để đập bóng với cái đầu của họ.	Các cầu thủ bóng đá nhảy lên không trung để đánh bóng bằng đầu.
Two boys play soccer against each other.	Hai thằng con trai chơi bóng đá với nhau.	Hai cậu bé chơi bóng đá với nhau.
An elderly person is crossing a street with an umbrella in their hands.	Một người lớn tuổi đang băng qua đường với một cái nắm tay trên tay.	Một người lớn tuổi đang băng qua đường với chiếc ô trên tay.
A group of runners are running towards two identical skyscrapers.	Một nhóm những người đang chạy đến hai lần tương đương nhau.	Một nhóm người chạy về phía hai tòa nhà chọc trời giống hệt nhau.
A skateboarder rides up a concrete wall, nearly falling off as he tries a trick.	Một người trượt ván leo lên một bức tường bê tông, gần như rơi ra khi anh ta thử một trò lừa.	Một người trượt ván đang trượt lên bức tường bê tông, gần như ngã xuống khi đang thử một động tác.
People playing a game in the pool.	Những người chơi một trò chơi trong hồ bơi.	Mọi người đang chơi trò chơi trong hồ bơi.
A guy give a kiss to a guy also	♪ A guy đưa một nụ hôn cho một anh chàng	Một chàng trai cũng trao cho một chàng trai một nụ hôn
A man signs an autograph in a young boy's book.	Một người đàn ông ký một chữ ký trong một cuốn sách của một chàng trai trẻ.	Một người đàn ông ký tặng vào cuốn sách dành cho một cậu bé.
A young man in a blue shirt grinds a rail on a skateboard in an urban area.	Một thanh niên mặc áo sơ mi màu xanh đang đi trên một con đường nhỏ trong khu vực đô thị.	Một thanh niên mặc áo sơ mi xanh đang trượt ván trên đường ray ở khu vực thành thị.
An Asian man sits on the tracks with crates of peanuts.	Một người đàn ông châu Á ngồi trên đường ray với những thùng đậu phộng.	Một người đàn ông châu Á ngồi trên đường ray với những thùng đậu phộng.
A British gentleman, dressed in full military uniform, waving his hat with a background of people sitting back and looking out onto the waterway.	Một quý ông người Anh, mặc quân phục đầy đủ, vẫy cái nón của mình với một bối cảnh của những người ngồi sau lưng và nhìn ra đường nước.	Một quý ông người Anh, mặc quân phục, đang vẫy mũ, phía sau là những người đang ngồi và nhìn ra đường thủy.
Two cars are driving on a racetrack.	Có 2 xe đang đua trên đường đua.	Hai chiếc xe đang chạy trên đường đua.
A man in a black and white jersey is holding yellow ski poles and preparing to take off.	Một người đàn ông mặc áo lót đen trắng đang giữ những tấm ván trượt màu vàng và chuẩn bị cất cánh.	Một người đàn ông mặc áo len đen trắng đang cầm gậy trượt tuyết màu vàng và chuẩn bị cất cánh.
Two people are laying down and kissing on a grassy lawn.	Hai người đang nằm xuống và hôn nhau trên bãi cỏ.	Hai người đang nằm và hôn nhau trên bãi cỏ.
A very young child in a denim baseball cap eats a green apple.	Một đứa trẻ đeo nón bóng chày rất trẻ tuổi sẽ ăn một quả táo xanh.	Một đứa trẻ rất nhỏ đội mũ bóng chày bằng vải denim đang ăn một quả táo xanh.
The football players are running to get the ball.	Các cầu thủ bóng bầu dục đang chuẩn bị để có bóng.	Các cầu thủ bóng đá đang chạy để giành bóng.
A man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background.	Một người đàn ông mặc áo khoác đen và đội mũ cao bồi mặc quần đen và trắng sọc, chơi một phát ghi-ta trên sân khấu với một ca sĩ và một nhạc sĩ guitar khác trong nền.	Một người đàn ông mặc áo khoác đen, đội mũ kẻ caro, mặc quần sọc đen trắng đang chơi đàn guitar điện trên sân khấu, trong khi một ca sĩ và một nghệ sĩ guitar khác chơi ở phía sau.
A man is leaping over a barrier away from a bull.	Một người đàn ông đang đi trên một hàng rào cách xa một con bò.	Một người đàn ông đang nhảy qua rào chắn để tránh xa một con bò đực.
A woman in a blue shirt and white shorts playing tennis.	Một người phụ nữ mặc áo sơ mi xanh và quần shorts trắng đang chơi tennis.	Một người phụ nữ mặc áo sơ mi xanh và quần short trắng đang chơi quần vợt.
A man is playing an interment in a concert	♪ Một người đàn ông đang chơi một người đàn ông đóng kịch trong một hòa nhạc ♪	Một người đàn ông đang chơi đàn trong một buổi hòa nhạc
A man is carrying a large load of metal beams on his shoulder through a lumberyard.	Một người đàn ông đang mang một đống kim loại nặng trên vai qua một tấm gỗ.	Một người đàn ông đang vác một khối gỗ lớn trên vai qua một xưởng gỗ.
Woman with camera is throwing a Frisbee for her brown dog to catch.	Phụ nữ với máy ảnh là ném một con ong con cho con chó nâu của mình để bắt.	Người phụ nữ cầm máy ảnh đang ném một chiếc đĩa Frisbee để chú chó nâu của mình bắt lấy.
There is an outline of a male and female observing a bonfire or other large burning wooden object.	Có một dãy đàn ông và cái nhìn thấy một hoặc nhiều vật thể lớn khác đang đốt.	Có hình ảnh phác họa một người đàn ông và một người phụ nữ đang quan sát đống lửa trại hoặc một vật thể gỗ lớn đang cháy.
Two girls dipping their hands in a fountain as people walk by.	Hai cô gái nhúng tay vào cái vòi nước khi mọi người đi qua.	Hai cô gái nhúng tay vào đài phun nước khi mọi người đi ngang qua.
A wet, smiling child without a shirt poses with arms raised.	Một đứa trẻ ướt, mỉm cười mà không có một cái áo sơ mi với đôi tay giơ lên.	Một đứa trẻ ướt sũng, không mặc áo, đang tạo dáng với hai tay giơ lên.
Two men, one wearing white and the other wearing blue, are wrestling.	Hai người đàn ông, một người mặc đồ trắng và người kia mặc màu xanh, đang đấu vật.	Hai người đàn ông, một người mặc đồ trắng và người kia mặc đồ xanh, đang vật lộn.
A woman in a red bikini jumping to hit a ball while playing volleyball at a beach.	Một người phụ nữ mặc đồng phục màu đỏ nhảy vào một trận bóng trong khi đang chơi bóng tại bãi biển.	Một người phụ nữ mặc bộ bikini màu đỏ đang nhảy đánh bóng khi chơi bóng chuyền trên bãi biển.
Orange striped kitten biting blond girl on the nose	♪ Cô gái tóc vàng trên mũi ♪	Mèo con sọc cam cắn vào mũi cô gái tóc vàng
A woman, wearing a yellow apron, is taking the lid off of a large pot.	Một phụ nữ, mặc áo choàng màu vàng, đang tháo nắp nồi lớn.	Một người phụ nữ mặc tạp dề màu vàng đang mở nắp một chiếc nồi lớn.
Two children cross a small brook using a stone bridge.	Hai người vượt qua một khe nhỏ bằng đá.	Hai đứa trẻ băng qua một con suối nhỏ bằng cây cầu đá.
Two African american females ride on a moped down a city street that appears to be in a well congested area of a large city area.	Hai người đàn bà Phi Châu đi trên một chiếc xe phế thải trên một con đường có vẻ như nằm trong một khu vực đông đúc của một thành phố lớn.	Hai người phụ nữ Mỹ gốc Phi đi xe máy trên một con phố có vẻ như nằm trong khu vực đông đúc của một thành phố lớn.
Two boys in front of a soda machine.	Hai cậu bé đứng trước một cái máy.	Hai cậu bé đứng trước máy bán nước ngọt.
